,date,tweet,past_tense,present_tense,future_tense,replies_count,retweets_count,likes_count,pos_score,neg_score,neutral_score,sentiment,Sentiment_Score,user
147,2018-01-06 14:15:00,Millions long for immortality who don't know what to do with themselves on a rainy Sunday afternoon. Susan Ertz quote life motivation  ,0,1,0,0,0,0,0.027472198,0.09938246,0.8731454,Neu,-0.07191026,fainvestors
148,2018-01-05 21:37:01,How it must feel right now if you trade based on volatility. Traders stocks  ,1,1,1,0,0,0,0.021771709,0.084498405,0.8937299,Neu,-0.0627267,fainvestors
149,2018-01-05 21:32:05,"Just saying... I HATE robo responses when following someone. I just unfollowed 10 people due to their robo. I DO NOT want to click on your link. Build a connection with me, then send a link. 😒 Twitter  ",1,1,0,0,0,0,0.021664614,0.3409585,0.6373769,Neu,-0.3192939,fainvestors
150,2018-01-05 20:36:02,Spot on Jim. I tell the story all of the time how my wife put $50-$75 a month into a few stocks and in just a few short years it became tens of thousands. She couldn’t believe it. alittlebecomesalot compoundinterest  ,1,1,0,0,0,0,0.045056373,0.026491394,0.92845225,Neu,0.018564979,fainvestors
151,2018-01-05 15:34:01,Stats for the week have arrived. 28 new followers and 29 unfollowers via  ,1,1,0,0,0,0,0.06952298,0.2834071,0.64706993,Neu,-0.21388412,fainvestors
152,2018-01-05 12:20:00,"What you believe yourself to be, you are. Claude M. Bristol quote life motivation  ",0,1,0,0,1,1,0.041040238,0.03128471,0.927675,Neu,0.009755529,fainvestors
153,2018-01-04 12:20:01,The one thing that matters is effort. Antoine de Saint-Expery quote life motivation  ,0,1,0,0,0,0,0.038242295,0.025139907,0.93661785,Neu,0.013102388,fainvestors
154,2018-01-03 12:20:00,"change I used to say, 'I sure hope things with change.' Then I learned that... quote motivation  ",1,1,0,0,0,0,0.085990995,0.029755905,0.88425314,Neu,0.05623509,fainvestors
155,2018-01-02 12:20:01,"It's not enough t aim; you must hit. Italian Proverb motivation, lifelesson, life  ",0,1,1,0,0,0,0.034008205,0.08415426,0.8818375,Neu,-0.05014606,fainvestors
156,2018-01-02 00:03:00,It’s 2018 and Toledo 🏈 still hasn’t scored a TD on AppState. Iloveitwhenfanstalktrashandlosereallybadly,1,1,0,0,0,0,0.09835532,0.021822294,0.8798223,Neu,0.07653303,fainvestors
158,2018-01-01 12:20:00,"Love is not only something you feel, It is something you do. love motivation picoftheday  ",0,1,0,0,0,0,0.048091307,0.022049187,0.9298596,Neu,0.02604212,fainvestors
159,2017-12-31 14:15:01,Don't limit yourself... ...You can go as far and your mind lets you. motivation quote follow  ,0,1,1,0,0,0,0.043064665,0.030928237,0.92600715,Neu,0.012136428,fainvestors
161,2017-12-29 12:20:00,The bad news: there is no key to the universe. The good news: it was never locked. quote motivation  ,1,1,0,0,0,0,0.033904016,0.06575181,0.90034425,Neu,-0.031847797,fainvestors
